0,14.794176650538004,-2.5695123084342653,11.262804546298778,1.8439088914585775,1.8781639970992947
-73.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-74.0,-73.0,-73.0,-72.0,-70.0,-69.0,-68.0,-68.0,-69.0,-69.0,-69.0,-69.0
-72.0,-73.0,-72.0,-71.0,-73.0,-72.0,-71.0,-73.0,-74.0,-72.0,-70.0,-73.0,-70.0,-70.0,-68.0,-68.0,-69.0,-68.0,-69.0,-69.0
1,9.863771165101154,-3.702793385839476,14.594670272135907,0.5722761571129799,1.0198039027185568
-75.0,-74.0,-74.0,-75.0,-75.0,-74.0,-74.0,-74.0,-75.0,-74.0,-74.0,-75.0,-73.0,-74.0,-74.0,-74.0,-75.0,-75.0,-74.0,-75.0
-72.0,-74.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-77.0,-74.0,-73.0,-75.0,-74.0,-74.0,-74.0,-73.0,-75.0,-74.0,-75.0,-75.0
2,4.8516875419063625,-3.6883284230567632,11.433774889893062,0.4769696007084729,0.5385164807134505
-71.0,-71.0,-71.0,-71.0,-70.0,-72.0,-72.0,-71.0,-71.0,-72.0,-71.0,-72.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0
-72.0,-71.0,-70.0,-71.0,-71.0,-72.0,-71.0,-71.0,-71.0,-71.0,-71.0,-72.0,-71.0,-70.0,-71.0,-71.0,-71.0,-71.0,-71.0,-72.0
3,-0.1433399769857917,-3.34954742409007,13.523803391996825,1.0,0.9
-72.0,-73.0,-71.0,-74.0,-74.0,-74.0,-75.0,-73.0,-72.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-75.0,-73.0,-72.0,-72.0,-73.0
-74.0,-75.0,-74.0,-74.0,-75.0,-74.0,-75.0,-75.0,-73.0,-74.0,-73.0,-72.0,-74.0,-74.0,-73.0,-72.0,-73.0,-74.0,-73.0,-73.0
4,-2.057319087330213,1.2886751121346807,11.245426265772723,0.4330127018922193,0.4974937185533099
-70.0,-70.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-70.0,-71.0,-70.0,-71.0,-71.0,-71.0,-70.0,-71.0,-71.0,-71.0,-71.0
-71.0,-71.0,-71.0,-70.0,-71.0,-71.0,-72.0,-72.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-71.0,-72.0,-71.0,-71.0,-70.0
5,-1.8970348503788683,6.339568231124435,9.23798190681351,0.38405728739343037,0.9695359714832658
-68.0,-69.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0
-72.0,-69.0,-69.0,-68.0,-70.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-68.0,-68.0,-69.0,-68.0,-68.0,-69.0,-68.0,-68.0
6,-2.241872688108602,11.416710097709334,12.030414564001934,0.6403124237432849,0.7
-72.0,-73.0,-71.0,-72.0,-72.0,-72.0,-72.0,-71.0,-72.0,-72.0,-72.0,-71.0,-73.0,-71.0,-72.0,-71.0,-71.0,-72.0,-71.0,-71.0
-72.0,-72.0,-72.0,-73.0,-72.0,-71.0,-73.0,-73.0,-73.0,-72.0,-72.0,-72.0,-71.0,-72.0,-72.0,-71.0,-71.0,-71.0,-71.0,-72.0
